"GEOID","NAME","variable","estimate","moe"
"060371920021","Block Group 1, Census Tract 1920.02, Los Angeles County, California","B19013_001",85921,49352
"060371920022","Block Group 2, Census Tract 1920.02, Los Angeles County, California","B19013_001",140625,49961
"060371920023","Block Group 3, Census Tract 1920.02, Los Angeles County, California","B19013_001",112656,79395
"060371923001","Block Group 1, Census Tract 1923, Los Angeles County, California","B19013_001",148056,90271
"060371923002","Block Group 2, Census Tract 1923, Los Angeles County, California","B19013_001",NA,NA
"060371923003","Block Group 3, Census Tract 1923, Los Angeles County, California","B19013_001",74276,50563
"060371924101","Block Group 1, Census Tract 1924.10, Los Angeles County, California","B19013_001",83281,21736
"060371924102","Block Group 2, Census Tract 1924.10, Los Angeles County, California","B19013_001",66250,32803
"060371924103","Block Group 3, Census Tract 1924.10, Los Angeles County, California","B19013_001",NA,NA
"060371924104","Block Group 4, Census Tract 1924.10, Los Angeles County, California","B19013_001",128375,74695
"060371924201","Block Group 1, Census Tract 1924.20, Los Angeles County, California","B19013_001",NA,NA
"060371924202","Block Group 2, Census Tract 1924.20, Los Angeles County, California","B19013_001",61480,12774
"060371925101","Block Group 1, Census Tract 1925.10, Los Angeles County, California","B19013_001",62770,17620
"060371925102","Block Group 2, Census Tract 1925.10, Los Angeles County, California","B19013_001",51481,21121
"060371925201","Block Group 1, Census Tract 1925.20, Los Angeles County, California","B19013_001",51188,11303
"060371925202","Block Group 2, Census Tract 1925.20, Los Angeles County, California","B19013_001",59223,20932
"060371926101","Block Group 1, Census Tract 1926.10, Los Angeles County, California","B19013_001",32476,9930
"060371926102","Block Group 2, Census Tract 1926.10, Los Angeles County, California","B19013_001",49405,36872
"060371926103","Block Group 3, Census Tract 1926.10, Los Angeles County, California","B19013_001",45580,2733
"060371926201","Block Group 1, Census Tract 1926.20, Los Angeles County, California","B19013_001",42813,5243
"060371926202","Block Group 2, Census Tract 1926.20, Los Angeles County, California","B19013_001",56719,41587
"060371927001","Block Group 1, Census Tract 1927, Los Angeles County, California","B19013_001",73521,19255
"060371927002","Block Group 2, Census Tract 1927, Los Angeles County, California","B19013_001",49679,27301
"060371941011","Block Group 1, Census Tract 1941.01, Los Angeles County, California","B19013_001",103333,42565
"060371941012","Block Group 2, Census Tract 1941.01, Los Angeles County, California","B19013_001",83021,17668
"060371941021","Block Group 1, Census Tract 1941.02, Los Angeles County, California","B19013_001",157917,119667
"060371941022","Block Group 2, Census Tract 1941.02, Los Angeles County, California","B19013_001",95369,61307
"060371941023","Block Group 3, Census Tract 1941.02, Los Angeles County, California","B19013_001",146058,33555
"060371942001","Block Group 1, Census Tract 1942, Los Angeles County, California","B19013_001",221923,39180
"060371942002","Block Group 2, Census Tract 1942, Los Angeles County, California","B19013_001",200750,101208
"060371942003","Block Group 3, Census Tract 1942, Los Angeles County, California","B19013_001",NA,NA
"060371943001","Block Group 1, Census Tract 1943, Los Angeles County, California","B19013_001",239063,77416
"060371943002","Block Group 2, Census Tract 1943, Los Angeles County, California","B19013_001",250001,NA
"060371943003","Block Group 3, Census Tract 1943, Los Angeles County, California","B19013_001",136211,53527
"060371944011","Block Group 1, Census Tract 1944.01, Los Angeles County, California","B19013_001",102361,25217
"060371944012","Block Group 2, Census Tract 1944.01, Los Angeles County, California","B19013_001",81691,24367
"060371944021","Block Group 1, Census Tract 1944.02, Los Angeles County, California","B19013_001",103625,51853
"060371944022","Block Group 2, Census Tract 1944.02, Los Angeles County, California","B19013_001",89554,32187
"060371944023","Block Group 3, Census Tract 1944.02, Los Angeles County, California","B19013_001",122591,23069
"060371945001","Block Group 1, Census Tract 1945, Los Angeles County, California","B19013_001",83341,7974
"060371945002","Block Group 2, Census Tract 1945, Los Angeles County, California","B19013_001",139375,53869
"060371951001","Block Group 1, Census Tract 1951, Los Angeles County, California","B19013_001",143724,33395
"060371951002","Block Group 2, Census Tract 1951, Los Angeles County, California","B19013_001",101250,78828
"060371951003","Block Group 3, Census Tract 1951, Los Angeles County, California","B19013_001",134423,60387
"060371951004","Block Group 4, Census Tract 1951, Los Angeles County, California","B19013_001",155833,108065
"060371952011","Block Group 1, Census Tract 1952.01, Los Angeles County, California","B19013_001",95486,24931
"060371952012","Block Group 2, Census Tract 1952.01, Los Angeles County, California","B19013_001",105227,31146
"060371952021","Block Group 1, Census Tract 1952.02, Los Angeles County, California","B19013_001",136875,30325
"060371952022","Block Group 2, Census Tract 1952.02, Los Angeles County, California","B19013_001",202865,56523
"060371952023","Block Group 3, Census Tract 1952.02, Los Angeles County, California","B19013_001",144444,64053
"060371953001","Block Group 1, Census Tract 1953, Los Angeles County, California","B19013_001",71435,24651
"060371953002","Block Group 2, Census Tract 1953, Los Angeles County, California","B19013_001",121204,19411
"060371953003","Block Group 3, Census Tract 1953, Los Angeles County, California","B19013_001",57250,37953
"060371954001","Block Group 1, Census Tract 1954, Los Angeles County, California","B19013_001",174000,173015
"060371954002","Block Group 2, Census Tract 1954, Los Angeles County, California","B19013_001",58674,42202
"060371954003","Block Group 3, Census Tract 1954, Los Angeles County, California","B19013_001",97132,32965
"060371954004","Block Group 4, Census Tract 1954, Los Angeles County, California","B19013_001",109643,32271
"060371955001","Block Group 1, Census Tract 1955, Los Angeles County, California","B19013_001",118284,6542
"060371955002","Block Group 2, Census Tract 1955, Los Angeles County, California","B19013_001",147591,86243
"060371955003","Block Group 3, Census Tract 1955, Los Angeles County, California","B19013_001",68811,32994
"060371955004","Block Group 4, Census Tract 1955, Los Angeles County, California","B19013_001",66250,59018
"060371956001","Block Group 1, Census Tract 1956, Los Angeles County, California","B19013_001",NA,NA
"060371956002","Block Group 2, Census Tract 1956, Los Angeles County, California","B19013_001",52604,23816
"060371956003","Block Group 3, Census Tract 1956, Los Angeles County, California","B19013_001",95500,48902
"060371956004","Block Group 4, Census Tract 1956, Los Angeles County, California","B19013_001",83889,45304
"060371957101","Block Group 1, Census Tract 1957.10, Los Angeles County, California","B19013_001",64172,1302
"060371957102","Block Group 2, Census Tract 1957.10, Los Angeles County, California","B19013_001",34286,17501
"060371957103","Block Group 3, Census Tract 1957.10, Los Angeles County, California","B19013_001",49089,4246
"060371957201","Block Group 1, Census Tract 1957.20, Los Angeles County, California","B19013_001",65329,40085
"060371957202","Block Group 2, Census Tract 1957.20, Los Angeles County, California","B19013_001",62292,10895
"060371958021","Block Group 1, Census Tract 1958.02, Los Angeles County, California","B19013_001",72969,16265
"060371958022","Block Group 2, Census Tract 1958.02, Los Angeles County, California","B19013_001",54250,16891
"060371958031","Block Group 1, Census Tract 1958.03, Los Angeles County, California","B19013_001",98636,18895
"060371958032","Block Group 2, Census Tract 1958.03, Los Angeles County, California","B19013_001",68125,22991
"060371958041","Block Group 1, Census Tract 1958.04, Los Angeles County, California","B19013_001",61429,41557
"060371958042","Block Group 2, Census Tract 1958.04, Los Angeles County, California","B19013_001",90809,47118
"060371959011","Block Group 1, Census Tract 1959.01, Los Angeles County, California","B19013_001",68000,28797
"060371959021","Block Group 1, Census Tract 1959.02, Los Angeles County, California","B19013_001",153750,122798
"060371959022","Block Group 2, Census Tract 1959.02, Los Angeles County, California","B19013_001",72813,30612
"060371959031","Block Group 1, Census Tract 1959.03, Los Angeles County, California","B19013_001",74564,7541
"060371959032","Block Group 2, Census Tract 1959.03, Los Angeles County, California","B19013_001",67870,11423
"060371972001","Block Group 1, Census Tract 1972, Los Angeles County, California","B19013_001",60976,24326
"060371972002","Block Group 2, Census Tract 1972, Los Angeles County, California","B19013_001",67540,34062
"060371972003","Block Group 3, Census Tract 1972, Los Angeles County, California","B19013_001",63750,58374
"060371973001","Block Group 1, Census Tract 1973, Los Angeles County, California","B19013_001",85469,24353
"060371973002","Block Group 2, Census Tract 1973, Los Angeles County, California","B19013_001",81528,22763
"060371973003","Block Group 3, Census Tract 1973, Los Angeles County, California","B19013_001",90455,31555
"060371974101","Block Group 1, Census Tract 1974.10, Los Angeles County, California","B19013_001",123125,32890
"060371974102","Block Group 2, Census Tract 1974.10, Los Angeles County, California","B19013_001",83478,10644
"060371974103","Block Group 3, Census Tract 1974.10, Los Angeles County, California","B19013_001",91964,48553
"060371974201","Block Group 1, Census Tract 1974.20, Los Angeles County, California","B19013_001",95994,17408
"060371974202","Block Group 2, Census Tract 1974.20, Los Angeles County, California","B19013_001",73355,56637
"060371975001","Block Group 1, Census Tract 1975, Los Angeles County, California","B19013_001",75221,11700
"060371975002","Block Group 2, Census Tract 1975, Los Angeles County, California","B19013_001",60125,35051
"060371975003","Block Group 3, Census Tract 1975, Los Angeles County, California","B19013_001",101514,60779
"060371976001","Block Group 1, Census Tract 1976, Los Angeles County, California","B19013_001",79509,7894
"060371976002","Block Group 2, Census Tract 1976, Los Angeles County, California","B19013_001",75759,17102
"060371977001","Block Group 1, Census Tract 1977, Los Angeles County, California","B19013_001",53208,5157
"060371977002","Block Group 2, Census Tract 1977, Los Angeles County, California","B19013_001",103636,67526
"060371977003","Block Group 3, Census Tract 1977, Los Angeles County, California","B19013_001",47125,28582
"060371990011","Block Group 1, Census Tract 1990.01, Los Angeles County, California","B19013_001",35938,15644
"060371990021","Block Group 1, Census Tract 1990.02, Los Angeles County, California","B19013_001",52500,29417
"060371990022","Block Group 2, Census Tract 1990.02, Los Angeles County, California","B19013_001",83750,33278
"060371991101","Block Group 1, Census Tract 1991.10, Los Angeles County, California","B19013_001",74712,43675
"060371991102","Block Group 2, Census Tract 1991.10, Los Angeles County, California","B19013_001",78309,19040
"060371991201","Block Group 1, Census Tract 1991.20, Los Angeles County, California","B19013_001",32969,10960
"060371991202","Block Group 2, Census Tract 1991.20, Los Angeles County, California","B19013_001",57593,15298
"060371992011","Block Group 1, Census Tract 1992.01, Los Angeles County, California","B19013_001",81625,34013
"060371992012","Block Group 2, Census Tract 1992.01, Los Angeles County, California","B19013_001",NA,NA
"060371992013","Block Group 3, Census Tract 1992.01, Los Angeles County, California","B19013_001",39545,26352
"060371992021","Block Group 1, Census Tract 1992.02, Los Angeles County, California","B19013_001",103438,48614
"060371992022","Block Group 2, Census Tract 1992.02, Los Angeles County, California","B19013_001",54964,27305
"060371993001","Block Group 1, Census Tract 1993, Los Angeles County, California","B19013_001",177727,71417
"060371993002","Block Group 2, Census Tract 1993, Los Angeles County, California","B19013_001",91186,11115
"060371994001","Block Group 1, Census Tract 1994, Los Angeles County, California","B19013_001",NA,NA
"060371994002","Block Group 2, Census Tract 1994, Los Angeles County, California","B19013_001",47778,22628
"060371994003","Block Group 3, Census Tract 1994, Los Angeles County, California","B19013_001",51250,34746
"060371997001","Block Group 1, Census Tract 1997, Los Angeles County, California","B19013_001",71094,18426
"060371997002","Block Group 2, Census Tract 1997, Los Angeles County, California","B19013_001",33015,15131
"060371998011","Block Group 1, Census Tract 1998.01, Los Angeles County, California","B19013_001",65217,26108
"060371998012","Block Group 2, Census Tract 1998.01, Los Angeles County, California","B19013_001",43087,7728
"060371998021","Block Group 1, Census Tract 1998.02, Los Angeles County, California","B19013_001",47104,15473
"060371998022","Block Group 2, Census Tract 1998.02, Los Angeles County, California","B19013_001",48333,31918
"060371999001","Block Group 1, Census Tract 1999, Los Angeles County, California","B19013_001",36319,10284
"060371999002","Block Group 2, Census Tract 1999, Los Angeles County, California","B19013_001",49750,28379
"060372011101","Block Group 1, Census Tract 2011.10, Los Angeles County, California","B19013_001",95000,36053
"060372011102","Block Group 2, Census Tract 2011.10, Los Angeles County, California","B19013_001",93542,22638
"060372011201","Block Group 1, Census Tract 2011.20, Los Angeles County, California","B19013_001",65313,17657
"060372011202","Block Group 2, Census Tract 2011.20, Los Angeles County, California","B19013_001",111029,44595
"060372011203","Block Group 3, Census Tract 2011.20, Los Angeles County, California","B19013_001",102143,74886
"060372012001","Block Group 1, Census Tract 2012, Los Angeles County, California","B19013_001",55845,5969
"060372013011","Block Group 1, Census Tract 2013.01, Los Angeles County, California","B19013_001",64327,18174
"060372013012","Block Group 2, Census Tract 2013.01, Los Angeles County, California","B19013_001",82398,41940
"060372013021","Block Group 1, Census Tract 2013.02, Los Angeles County, California","B19013_001",64103,24773
"060372013022","Block Group 2, Census Tract 2013.02, Los Angeles County, California","B19013_001",124167,14053
"060372013023","Block Group 3, Census Tract 2013.02, Los Angeles County, California","B19013_001",105737,13959
"060372014011","Block Group 1, Census Tract 2014.01, Los Angeles County, California","B19013_001",55924,19374
"060372014012","Block Group 2, Census Tract 2014.01, Los Angeles County, California","B19013_001",61023,27852
"060372014021","Block Group 1, Census Tract 2014.02, Los Angeles County, California","B19013_001",59844,15092
"060372014022","Block Group 2, Census Tract 2014.02, Los Angeles County, California","B19013_001",75083,38027
"060372014023","Block Group 3, Census Tract 2014.02, Los Angeles County, California","B19013_001",58922,19409
"060372015011","Block Group 1, Census Tract 2015.01, Los Angeles County, California","B19013_001",63523,44890
"060372015012","Block Group 2, Census Tract 2015.01, Los Angeles County, California","B19013_001",73594,22776
"060372015013","Block Group 3, Census Tract 2015.01, Los Angeles County, California","B19013_001",70804,20519
"060372015014","Block Group 4, Census Tract 2015.01, Los Angeles County, California","B19013_001",77216,18144
"060372015031","Block Group 1, Census Tract 2015.03, Los Angeles County, California","B19013_001",49297,12576
"060372015032","Block Group 2, Census Tract 2015.03, Los Angeles County, California","B19013_001",64706,18782
"060372015041","Block Group 1, Census Tract 2015.04, Los Angeles County, California","B19013_001",71058,17581
"060372016011","Block Group 1, Census Tract 2016.01, Los Angeles County, California","B19013_001",52115,19356
"060372016021","Block Group 1, Census Tract 2016.02, Los Angeles County, California","B19013_001",50268,28448
"060372016022","Block Group 2, Census Tract 2016.02, Los Angeles County, California","B19013_001",83850,13452
"060372016023","Block Group 3, Census Tract 2016.02, Los Angeles County, California","B19013_001",61625,21725
"060372017001","Block Group 1, Census Tract 2017, Los Angeles County, California","B19013_001",77188,18171
"060372017002","Block Group 2, Census Tract 2017, Los Angeles County, California","B19013_001",68250,10720
"060372017003","Block Group 3, Census Tract 2017, Los Angeles County, California","B19013_001",52500,16753
"060372031001","Block Group 1, Census Tract 2031, Los Angeles County, California","B19013_001",NA,NA
"060372031002","Block Group 2, Census Tract 2031, Los Angeles County, California","B19013_001",73571,18861
"060372031003","Block Group 3, Census Tract 2031, Los Angeles County, California","B19013_001",24803,15458
"060372032001","Block Group 1, Census Tract 2032, Los Angeles County, California","B19013_001",53750,21156
"060372032002","Block Group 2, Census Tract 2032, Los Angeles County, California","B19013_001",62599,20945
"060372032003","Block Group 3, Census Tract 2032, Los Angeles County, California","B19013_001",79250,15317
"060372033001","Block Group 1, Census Tract 2033, Los Angeles County, California","B19013_001",55950,17269
"060372035001","Block Group 1, Census Tract 2035, Los Angeles County, California","B19013_001",55625,51012
"060372035002","Block Group 2, Census Tract 2035, Los Angeles County, California","B19013_001",43036,30242
"060372035003","Block Group 3, Census Tract 2035, Los Angeles County, California","B19013_001",34155,10480
"060372036011","Block Group 1, Census Tract 2036.01, Los Angeles County, California","B19013_001",43728,10265
"060372036012","Block Group 2, Census Tract 2036.01, Los Angeles County, California","B19013_001",37750,24787
"060372036021","Block Group 1, Census Tract 2036.02, Los Angeles County, California","B19013_001",61179,12680
"060372037101","Block Group 1, Census Tract 2037.10, Los Angeles County, California","B19013_001",67679,9999
"060372037102","Block Group 2, Census Tract 2037.10, Los Angeles County, California","B19013_001",64236,24598
"060372037201","Block Group 1, Census Tract 2037.20, Los Angeles County, California","B19013_001",44100,14366
"060372037202","Block Group 2, Census Tract 2037.20, Los Angeles County, California","B19013_001",69821,18732
"060372038001","Block Group 1, Census Tract 2038, Los Angeles County, California","B19013_001",NA,NA
"060372038002","Block Group 2, Census Tract 2038, Los Angeles County, California","B19013_001",NA,NA
"060372038003","Block Group 3, Census Tract 2038, Los Angeles County, California","B19013_001",68309,60372
"060372038004","Block Group 4, Census Tract 2038, Los Angeles County, California","B19013_001",38889,7282
"060372039001","Block Group 1, Census Tract 2039, Los Angeles County, California","B19013_001",59097,21735
"060372039002","Block Group 2, Census Tract 2039, Los Angeles County, California","B19013_001",78654,26000
"060372041101","Block Group 1, Census Tract 2041.10, Los Angeles County, California","B19013_001",71771,5992
"060372041102","Block Group 2, Census Tract 2041.10, Los Angeles County, California","B19013_001",NA,NA
"060372041103","Block Group 3, Census Tract 2041.10, Los Angeles County, California","B19013_001",60000,46656
"060372041201","Block Group 1, Census Tract 2041.20, Los Angeles County, California","B19013_001",55921,26830
"060372041202","Block Group 2, Census Tract 2041.20, Los Angeles County, California","B19013_001",70813,18151
"060372042001","Block Group 1, Census Tract 2042, Los Angeles County, California","B19013_001",56250,11786
"060372042002","Block Group 2, Census Tract 2042, Los Angeles County, California","B19013_001",30700,9139
"060372043001","Block Group 1, Census Tract 2043, Los Angeles County, California","B19013_001",65699,15251
"060372043002","Block Group 2, Census Tract 2043, Los Angeles County, California","B19013_001",58553,30604
"060372043003","Block Group 3, Census Tract 2043, Los Angeles County, California","B19013_001",36063,7468
"060372044101","Block Group 1, Census Tract 2044.10, Los Angeles County, California","B19013_001",68750,42259
"060372044102","Block Group 2, Census Tract 2044.10, Los Angeles County, California","B19013_001",55268,31383
"060372044201","Block Group 1, Census Tract 2044.20, Los Angeles County, California","B19013_001",37857,5382
"060372044202","Block Group 2, Census Tract 2044.20, Los Angeles County, California","B19013_001",64250,17544
"060372046001","Block Group 1, Census Tract 2046, Los Angeles County, California","B19013_001",40859,19612
"060372046002","Block Group 2, Census Tract 2046, Los Angeles County, California","B19013_001",58250,35882
"060372047001","Block Group 1, Census Tract 2047, Los Angeles County, California","B19013_001",55972,13934
"060372047002","Block Group 2, Census Tract 2047, Los Angeles County, California","B19013_001",64348,33759
"060372047003","Block Group 3, Census Tract 2047, Los Angeles County, California","B19013_001",NA,NA
"060372048101","Block Group 1, Census Tract 2048.10, Los Angeles County, California","B19013_001",50710,11146
"060372048102","Block Group 2, Census Tract 2048.10, Los Angeles County, California","B19013_001",78090,12890
"060372048103","Block Group 3, Census Tract 2048.10, Los Angeles County, California","B19013_001",37841,16596
"060372048201","Block Group 1, Census Tract 2048.20, Los Angeles County, California","B19013_001",38942,10738
"060372048202","Block Group 2, Census Tract 2048.20, Los Angeles County, California","B19013_001",69271,19159
"060372049101","Block Group 1, Census Tract 2049.10, Los Angeles County, California","B19013_001",38939,6057
"060372049102","Block Group 2, Census Tract 2049.10, Los Angeles County, California","B19013_001",57632,26416
"060372049201","Block Group 1, Census Tract 2049.20, Los Angeles County, California","B19013_001",75398,8262
"060372049202","Block Group 2, Census Tract 2049.20, Los Angeles County, California","B19013_001",54375,10249
"060372051101","Block Group 1, Census Tract 2051.10, Los Angeles County, California","B19013_001",53581,5802
"060372051102","Block Group 2, Census Tract 2051.10, Los Angeles County, California","B19013_001",43024,11480
"060372051201","Block Group 1, Census Tract 2051.20, Los Angeles County, California","B19013_001",30051,8685
"060372051202","Block Group 2, Census Tract 2051.20, Los Angeles County, California","B19013_001",36287,11581
"060372060101","Block Group 1, Census Tract 2060.10, Los Angeles County, California","B19013_001",83946,8465
"060372060102","Block Group 2, Census Tract 2060.10, Los Angeles County, California","B19013_001",17111,6866
"060372060201","Block Group 1, Census Tract 2060.20, Los Angeles County, California","B19013_001",116500,19058
"060372060501","Block Group 1, Census Tract 2060.50, Los Angeles County, California","B19013_001",41750,16381
"060372060511","Block Group 1, Census Tract 2060.51, Los Angeles County, California","B19013_001",96295,93087
"060372060512","Block Group 2, Census Tract 2060.51, Los Angeles County, California","B19013_001",127853,58721
"060372060521","Block Group 1, Census Tract 2060.52, Los Angeles County, California","B19013_001",102966,32357
"060372060531","Block Group 1, Census Tract 2060.53, Los Angeles County, California","B19013_001",65833,42574
"060372060532","Block Group 2, Census Tract 2060.53, Los Angeles County, California","B19013_001",25930,17086
"060372060541","Block Group 1, Census Tract 2060.54, Los Angeles County, California","B19013_001",55250,23493
"060372062011","Block Group 1, Census Tract 2062.01, Los Angeles County, California","B19013_001",11224,651
"060372062012","Block Group 2, Census Tract 2062.01, Los Angeles County, California","B19013_001",62206,49563
"060372062021","Block Group 1, Census Tract 2062.02, Los Angeles County, California","B19013_001",19420,10974
"060372063011","Block Group 1, Census Tract 2063.01, Los Angeles County, California","B19013_001",10957,2157
"060372063021","Block Group 1, Census Tract 2063.02, Los Angeles County, California","B19013_001",10862,5854
"060372063022","Block Group 2, Census Tract 2063.02, Los Angeles County, California","B19013_001",NA,NA
"060372063031","Block Group 1, Census Tract 2063.03, Los Angeles County, California","B19013_001",NA,NA
"060372071011","Block Group 1, Census Tract 2071.01, Los Angeles County, California","B19013_001",32721,29753
"060372071012","Block Group 2, Census Tract 2071.01, Los Angeles County, California","B19013_001",77917,43173
"060372071021","Block Group 1, Census Tract 2071.02, Los Angeles County, California","B19013_001",31071,12647
"060372071031","Block Group 1, Census Tract 2071.03, Los Angeles County, California","B19013_001",75735,34585
"060372071032","Block Group 2, Census Tract 2071.03, Los Angeles County, California","B19013_001",20957,2112
"060372073031","Block Group 1, Census Tract 2073.03, Los Angeles County, California","B19013_001",52583,24528
"060372073032","Block Group 2, Census Tract 2073.03, Los Angeles County, California","B19013_001",18221,4257
"060372073041","Block Group 1, Census Tract 2073.04, Los Angeles County, California","B19013_001",11497,901
"060372073042","Block Group 2, Census Tract 2073.04, Los Angeles County, California","B19013_001",NA,NA
"060372073051","Block Group 1, Census Tract 2073.05, Los Angeles County, California","B19013_001",82321,60438
"060372073061","Block Group 1, Census Tract 2073.06, Los Angeles County, California","B19013_001",41704,9642
"060372073062","Block Group 2, Census Tract 2073.06, Los Angeles County, California","B19013_001",NA,NA
"060372073071","Block Group 1, Census Tract 2073.07, Los Angeles County, California","B19013_001",11949,3895
"060372073081","Block Group 1, Census Tract 2073.08, Los Angeles County, California","B19013_001",97075,24976
"060372074001","Block Group 1, Census Tract 2074, Los Angeles County, California","B19013_001",72750,34204
"060372075011","Block Group 1, Census Tract 2075.01, Los Angeles County, California","B19013_001",114375,40218
"060372075012","Block Group 2, Census Tract 2075.01, Los Angeles County, California","B19013_001",75117,68724
"060372075021","Block Group 1, Census Tract 2075.02, Los Angeles County, California","B19013_001",12092,4453
"060372075022","Block Group 2, Census Tract 2075.02, Los Angeles County, California","B19013_001",37010,16626
"060372077111","Block Group 1, Census Tract 2077.11, Los Angeles County, California","B19013_001",140549,38235
"060372077121","Block Group 1, Census Tract 2077.12, Los Angeles County, California","B19013_001",57066,49190
"060372077122","Block Group 2, Census Tract 2077.12, Los Angeles County, California","B19013_001",113060,36448
"060372079011","Block Group 1, Census Tract 2079.01, Los Angeles County, California","B19013_001",NA,NA
"060372079012","Block Group 2, Census Tract 2079.01, Los Angeles County, California","B19013_001",79698,44194
"060372079021","Block Group 1, Census Tract 2079.02, Los Angeles County, California","B19013_001",103599,18710
"060372079022","Block Group 2, Census Tract 2079.02, Los Angeles County, California","B19013_001",126145,11165
"060372080011","Block Group 1, Census Tract 2080.01, Los Angeles County, California","B19013_001",80197,8317
"060372080021","Block Group 1, Census Tract 2080.02, Los Angeles County, California","B19013_001",32000,12222
"060372080022","Block Group 2, Census Tract 2080.02, Los Angeles County, California","B19013_001",46711,19527
"060372083011","Block Group 1, Census Tract 2083.01, Los Angeles County, California","B19013_001",50774,19426
"060372083021","Block Group 1, Census Tract 2083.02, Los Angeles County, California","B19013_001",77619,35822
"060372083022","Block Group 2, Census Tract 2083.02, Los Angeles County, California","B19013_001",72888,39085
"060372083023","Block Group 3, Census Tract 2083.02, Los Angeles County, California","B19013_001",39342,24032
"060372084011","Block Group 1, Census Tract 2084.01, Los Angeles County, California","B19013_001",44330,13352
"060372084012","Block Group 2, Census Tract 2084.01, Los Angeles County, California","B19013_001",53036,13785
"060372084021","Block Group 1, Census Tract 2084.02, Los Angeles County, California","B19013_001",65385,26769
"060372084022","Block Group 2, Census Tract 2084.02, Los Angeles County, California","B19013_001",60000,21929
"060372085011","Block Group 1, Census Tract 2085.01, Los Angeles County, California","B19013_001",69167,26617
"060372085012","Block Group 2, Census Tract 2085.01, Los Angeles County, California","B19013_001",62708,8081
"060372085021","Block Group 1, Census Tract 2085.02, Los Angeles County, California","B19013_001",61458,14650
"060372085022","Block Group 2, Census Tract 2085.02, Los Angeles County, California","B19013_001",30081,4248
"060372085023","Block Group 3, Census Tract 2085.02, Los Angeles County, California","B19013_001",51141,6995
"060372086101","Block Group 1, Census Tract 2086.10, Los Angeles County, California","B19013_001",85679,15657
"060372086102","Block Group 2, Census Tract 2086.10, Los Angeles County, California","B19013_001",59167,13451
"060372086201","Block Group 1, Census Tract 2086.20, Los Angeles County, California","B19013_001",74643,37412
"060372086202","Block Group 2, Census Tract 2086.20, Los Angeles County, California","B19013_001",55543,16260
"060372086203","Block Group 3, Census Tract 2086.20, Los Angeles County, California","B19013_001",68000,22379
"060372087101","Block Group 1, Census Tract 2087.10, Los Angeles County, California","B19013_001",61630,12897
"060372087102","Block Group 2, Census Tract 2087.10, Los Angeles County, California","B19013_001",61607,8093
"060372087201","Block Group 1, Census Tract 2087.20, Los Angeles County, California","B19013_001",29726,6663
"060372087202","Block Group 2, Census Tract 2087.20, Los Angeles County, California","B19013_001",58375,22983
"060372088011","Block Group 1, Census Tract 2088.01, Los Angeles County, California","B19013_001",43170,5940
"060372088012","Block Group 2, Census Tract 2088.01, Los Angeles County, California","B19013_001",36196,5824
"060372088021","Block Group 1, Census Tract 2088.02, Los Angeles County, California","B19013_001",49295,8441
"060372088022","Block Group 2, Census Tract 2088.02, Los Angeles County, California","B19013_001",26311,6079
"060372089021","Block Group 1, Census Tract 2089.02, Los Angeles County, California","B19013_001",31393,2774
"060372089022","Block Group 2, Census Tract 2089.02, Los Angeles County, California","B19013_001",36750,12834
"060372089031","Block Group 1, Census Tract 2089.03, Los Angeles County, California","B19013_001",48393,15662
"060372089032","Block Group 2, Census Tract 2089.03, Los Angeles County, California","B19013_001",28197,8826
"060372089041","Block Group 1, Census Tract 2089.04, Los Angeles County, California","B19013_001",20345,10805
"060372089042","Block Group 2, Census Tract 2089.04, Los Angeles County, California","B19013_001",31198,13578
"060372091031","Block Group 1, Census Tract 2091.03, Los Angeles County, California","B19013_001",24412,8362
"060372091032","Block Group 2, Census Tract 2091.03, Los Angeles County, California","B19013_001",36739,6767
"060372091041","Block Group 1, Census Tract 2091.04, Los Angeles County, California","B19013_001",32393,6331
"060372091051","Block Group 1, Census Tract 2091.05, Los Angeles County, California","B19013_001",28618,7962
"060372091061","Block Group 1, Census Tract 2091.06, Los Angeles County, California","B19013_001",50811,14491
"060372092011","Block Group 1, Census Tract 2092.01, Los Angeles County, California","B19013_001",71736,10446
"060372092021","Block Group 1, Census Tract 2092.02, Los Angeles County, California","B19013_001",33500,4055
"060372093001","Block Group 1, Census Tract 2093, Los Angeles County, California","B19013_001",19364,8998
"060372093002","Block Group 2, Census Tract 2093, Los Angeles County, California","B19013_001",30476,12738
"060372093003","Block Group 3, Census Tract 2093, Los Angeles County, California","B19013_001",59297,20422
"060372094011","Block Group 1, Census Tract 2094.01, Los Angeles County, California","B19013_001",58106,13070
"060372094012","Block Group 2, Census Tract 2094.01, Los Angeles County, California","B19013_001",23094,7959
"060372094021","Block Group 1, Census Tract 2094.02, Los Angeles County, California","B19013_001",34773,13244
"060372094022","Block Group 2, Census Tract 2094.02, Los Angeles County, California","B19013_001",60433,20761
"060372094031","Block Group 1, Census Tract 2094.03, Los Angeles County, California","B19013_001",29415,6058
"060372094032","Block Group 2, Census Tract 2094.03, Los Angeles County, California","B19013_001",NA,NA
"060372095101","Block Group 1, Census Tract 2095.10, Los Angeles County, California","B19013_001",28618,11441
"060372095102","Block Group 2, Census Tract 2095.10, Los Angeles County, California","B19013_001",38082,3312
"060372095201","Block Group 1, Census Tract 2095.20, Los Angeles County, California","B19013_001",37162,8107
