"GEOID","NAME","variable","estimate","moe"
"060375433061","Block Group 1, Census Tract 5433.06, Los Angeles County, California","B19013_001",78409,17430
"060375433062","Block Group 2, Census Tract 5433.06, Los Angeles County, California","B19013_001",NA,NA
"060375433063","Block Group 3, Census Tract 5433.06, Los Angeles County, California","B19013_001",90363,24728
"060375433211","Block Group 1, Census Tract 5433.21, Los Angeles County, California","B19013_001",219444,164382
"060375433212","Block Group 2, Census Tract 5433.21, Los Angeles County, California","B19013_001",152470,32098
"060375433213","Block Group 3, Census Tract 5433.21, Los Angeles County, California","B19013_001",30742,27368
"060375433221","Block Group 1, Census Tract 5433.22, Los Angeles County, California","B19013_001",121580,87294
"060375433222","Block Group 2, Census Tract 5433.22, Los Angeles County, California","B19013_001",NA,NA
"060375433223","Block Group 3, Census Tract 5433.22, Los Angeles County, California","B19013_001",103820,10696
"060375433224","Block Group 4, Census Tract 5433.22, Los Angeles County, California","B19013_001",116191,59915
"060375433225","Block Group 5, Census Tract 5433.22, Los Angeles County, California","B19013_001",79435,48230
"060375434001","Block Group 1, Census Tract 5434, Los Angeles County, California","B19013_001",66620,34747
"060375434002","Block Group 2, Census Tract 5434, Los Angeles County, California","B19013_001",95788,15298
"060375434003","Block Group 3, Census Tract 5434, Los Angeles County, California","B19013_001",81250,10049
"060375435011","Block Group 1, Census Tract 5435.01, Los Angeles County, California","B19013_001",73359,32780
"060375435012","Block Group 2, Census Tract 5435.01, Los Angeles County, California","B19013_001",110156,53733
"060375435013","Block Group 3, Census Tract 5435.01, Los Angeles County, California","B19013_001",74286,27345
"060375435014","Block Group 4, Census Tract 5435.01, Los Angeles County, California","B19013_001",93269,33554
"060375435021","Block Group 1, Census Tract 5435.02, Los Angeles County, California","B19013_001",69241,20031
"060375435022","Block Group 2, Census Tract 5435.02, Los Angeles County, California","B19013_001",126274,31965
"060375435023","Block Group 3, Census Tract 5435.02, Los Angeles County, California","B19013_001",130625,46957
"060375435031","Block Group 1, Census Tract 5435.03, Los Angeles County, California","B19013_001",NA,NA
"060375435032","Block Group 2, Census Tract 5435.03, Los Angeles County, California","B19013_001",107667,55931
"060375435033","Block Group 3, Census Tract 5435.03, Los Angeles County, California","B19013_001",83681,24243
"060375436011","Block Group 1, Census Tract 5436.01, Los Angeles County, California","B19013_001",87768,18868
"060375436012","Block Group 2, Census Tract 5436.01, Los Angeles County, California","B19013_001",113125,19320
"060375436031","Block Group 1, Census Tract 5436.03, Los Angeles County, California","B19013_001",56982,14567
"060375436032","Block Group 2, Census Tract 5436.03, Los Angeles County, California","B19013_001",116838,20196
"060375436051","Block Group 1, Census Tract 5436.05, Los Angeles County, California","B19013_001",95978,11116
"060375436052","Block Group 2, Census Tract 5436.05, Los Angeles County, California","B19013_001",80742,31309
"060375436061","Block Group 1, Census Tract 5436.06, Los Angeles County, California","B19013_001",37014,20352
"060375436062","Block Group 2, Census Tract 5436.06, Los Angeles County, California","B19013_001",95238,28277
"060375436071","Block Group 1, Census Tract 5436.07, Los Angeles County, California","B19013_001",99911,36838
"060375436072","Block Group 2, Census Tract 5436.07, Los Angeles County, California","B19013_001",133603,25467
"060375436073","Block Group 3, Census Tract 5436.07, Los Angeles County, California","B19013_001",132200,15206
"060375437011","Block Group 1, Census Tract 5437.01, Los Angeles County, California","B19013_001",125119,17210
"060375437012","Block Group 2, Census Tract 5437.01, Los Angeles County, California","B19013_001",128125,48781
"060375437031","Block Group 1, Census Tract 5437.03, Los Angeles County, California","B19013_001",63977,26430
"060375437032","Block Group 2, Census Tract 5437.03, Los Angeles County, California","B19013_001",113906,26887
"060375437041","Block Group 1, Census Tract 5437.04, Los Angeles County, California","B19013_001",145781,101100
"060375437042","Block Group 2, Census Tract 5437.04, Los Angeles County, California","B19013_001",75938,24804
"060375437043","Block Group 3, Census Tract 5437.04, Los Angeles County, California","B19013_001",114695,23123
"060375437051","Block Group 1, Census Tract 5437.05, Los Angeles County, California","B19013_001",115625,36215
"060375437052","Block Group 2, Census Tract 5437.05, Los Angeles County, California","B19013_001",83304,28447
"060375438011","Block Group 1, Census Tract 5438.01, Los Angeles County, California","B19013_001",72679,21016
"060375438012","Block Group 2, Census Tract 5438.01, Los Angeles County, California","B19013_001",96643,24067
"060375438013","Block Group 3, Census Tract 5438.01, Los Angeles County, California","B19013_001",99063,90336
"060375438031","Block Group 1, Census Tract 5438.03, Los Angeles County, California","B19013_001",35946,16554
"060375438032","Block Group 2, Census Tract 5438.03, Los Angeles County, California","B19013_001",103869,39071
"060375438041","Block Group 1, Census Tract 5438.04, Los Angeles County, California","B19013_001",102852,57857
"060375438042","Block Group 2, Census Tract 5438.04, Los Angeles County, California","B19013_001",101813,53855
"060375439031","Block Group 1, Census Tract 5439.03, Los Angeles County, California","B19013_001",62904,26288
"060375439032","Block Group 2, Census Tract 5439.03, Los Angeles County, California","B19013_001",106250,52453
"060375439051","Block Group 1, Census Tract 5439.05, Los Angeles County, California","B19013_001",88047,42919
"060375439052","Block Group 2, Census Tract 5439.05, Los Angeles County, California","B19013_001",79327,16015
"060375439053","Block Group 3, Census Tract 5439.05, Los Angeles County, California","B19013_001",60357,31509
"060375440011","Block Group 1, Census Tract 5440.01, Los Angeles County, California","B19013_001",NA,NA
"060375440012","Block Group 2, Census Tract 5440.01, Los Angeles County, California","B19013_001",71389,12202
"060375440013","Block Group 3, Census Tract 5440.01, Los Angeles County, California","B19013_001",56125,36530
"060375440014","Block Group 4, Census Tract 5440.01, Los Angeles County, California","B19013_001",NA,NA
"060375440021","Block Group 1, Census Tract 5440.02, Los Angeles County, California","B19013_001",NA,NA
"060375440022","Block Group 2, Census Tract 5440.02, Los Angeles County, California","B19013_001",76731,12837
"060375440023","Block Group 3, Census Tract 5440.02, Los Angeles County, California","B19013_001",89545,12252
"060375501011","Block Group 1, Census Tract 5501.01, Los Angeles County, California","B19013_001",64000,52425
"060375501012","Block Group 2, Census Tract 5501.01, Los Angeles County, California","B19013_001",103542,38403
"060375501013","Block Group 3, Census Tract 5501.01, Los Angeles County, California","B19013_001",116875,67883
"060375502011","Block Group 1, Census Tract 5502.01, Los Angeles County, California","B19013_001",87000,28639
"060375502012","Block Group 2, Census Tract 5502.01, Los Angeles County, California","B19013_001",72045,14023
"060375502021","Block Group 1, Census Tract 5502.02, Los Angeles County, California","B19013_001",88586,22511
"060375502022","Block Group 2, Census Tract 5502.02, Los Angeles County, California","B19013_001",80750,24221
"060375502023","Block Group 3, Census Tract 5502.02, Los Angeles County, California","B19013_001",109674,23857
"060375502024","Block Group 4, Census Tract 5502.02, Los Angeles County, California","B19013_001",97941,30544
"060375503011","Block Group 1, Census Tract 5503.01, Los Angeles County, California","B19013_001",93088,82233
"060375503012","Block Group 2, Census Tract 5503.01, Los Angeles County, California","B19013_001",90219,52061
"060375503013","Block Group 3, Census Tract 5503.01, Los Angeles County, California","B19013_001",150760,61084
"060375503014","Block Group 4, Census Tract 5503.01, Los Angeles County, California","B19013_001",104193,37852
"060375505011","Block Group 1, Census Tract 5505.01, Los Angeles County, California","B19013_001",73325,9241
"060375505012","Block Group 2, Census Tract 5505.01, Los Angeles County, California","B19013_001",41706,10800
"060375505021","Block Group 1, Census Tract 5505.02, Los Angeles County, California","B19013_001",190938,78958
"060375505022","Block Group 2, Census Tract 5505.02, Los Angeles County, California","B19013_001",93958,52748
"060375505023","Block Group 3, Census Tract 5505.02, Los Angeles County, California","B19013_001",153229,94361
"060375505024","Block Group 4, Census Tract 5505.02, Los Angeles County, California","B19013_001",128024,31556
"060375506011","Block Group 1, Census Tract 5506.01, Los Angeles County, California","B19013_001",55121,19523
"060375506012","Block Group 2, Census Tract 5506.01, Los Angeles County, California","B19013_001",106930,7480
"060375506013","Block Group 3, Census Tract 5506.01, Los Angeles County, California","B19013_001",137083,65901
"060375506014","Block Group 4, Census Tract 5506.01, Los Angeles County, California","B19013_001",96250,50939
"060375506021","Block Group 1, Census Tract 5506.02, Los Angeles County, California","B19013_001",96705,28425
"060375506022","Block Group 2, Census Tract 5506.02, Los Angeles County, California","B19013_001",90000,62569
"060375506023","Block Group 3, Census Tract 5506.02, Los Angeles County, California","B19013_001",140417,89327
"060375506024","Block Group 4, Census Tract 5506.02, Los Angeles County, California","B19013_001",97000,51283
"060375507001","Block Group 1, Census Tract 5507, Los Angeles County, California","B19013_001",83432,26145
"060375507002","Block Group 2, Census Tract 5507, Los Angeles County, California","B19013_001",95104,13214
"060375507003","Block Group 3, Census Tract 5507, Los Angeles County, California","B19013_001",122519,41870
"060375507004","Block Group 4, Census Tract 5507, Los Angeles County, California","B19013_001",110192,56990
"060375507005","Block Group 5, Census Tract 5507, Los Angeles County, California","B19013_001",98667,35517
"060375507006","Block Group 6, Census Tract 5507, Los Angeles County, California","B19013_001",NA,NA
"060375508011","Block Group 1, Census Tract 5508.01, Los Angeles County, California","B19013_001",120230,45985
"060375508012","Block Group 2, Census Tract 5508.01, Los Angeles County, California","B19013_001",128512,49830
"060375508013","Block Group 3, Census Tract 5508.01, Los Angeles County, California","B19013_001",NA,NA
"060375508014","Block Group 4, Census Tract 5508.01, Los Angeles County, California","B19013_001",47256,20012
"060375508021","Block Group 1, Census Tract 5508.02, Los Angeles County, California","B19013_001",77721,22056
"060375508022","Block Group 2, Census Tract 5508.02, Los Angeles County, California","B19013_001",102448,57116
"060375509011","Block Group 1, Census Tract 5509.01, Los Angeles County, California","B19013_001",70872,7361
"060375509012","Block Group 2, Census Tract 5509.01, Los Angeles County, California","B19013_001",120244,11583
"060375509013","Block Group 3, Census Tract 5509.01, Los Angeles County, California","B19013_001",71106,32167
"060375509021","Block Group 1, Census Tract 5509.02, Los Angeles County, California","B19013_001",64034,20279
"060375509022","Block Group 2, Census Tract 5509.02, Los Angeles County, California","B19013_001",64063,22082
"060375509023","Block Group 3, Census Tract 5509.02, Los Angeles County, California","B19013_001",82973,54505
"060375509024","Block Group 4, Census Tract 5509.02, Los Angeles County, California","B19013_001",145855,69863
"060375510011","Block Group 1, Census Tract 5510.01, Los Angeles County, California","B19013_001",84049,27794
"060375510012","Block Group 2, Census Tract 5510.01, Los Angeles County, California","B19013_001",177279,129673
"060375510013","Block Group 3, Census Tract 5510.01, Los Angeles County, California","B19013_001",74967,35414
"060375510021","Block Group 1, Census Tract 5510.02, Los Angeles County, California","B19013_001",91847,35577
"060375510022","Block Group 2, Census Tract 5510.02, Los Angeles County, California","B19013_001",120519,34940
"060375510023","Block Group 3, Census Tract 5510.02, Los Angeles County, California","B19013_001",78864,43197
"060375511011","Block Group 1, Census Tract 5511.01, Los Angeles County, California","B19013_001",42652,15286
"060375511012","Block Group 2, Census Tract 5511.01, Los Angeles County, California","B19013_001",96250,55446
"060375511013","Block Group 3, Census Tract 5511.01, Los Angeles County, California","B19013_001",59022,24910
"060375511021","Block Group 1, Census Tract 5511.02, Los Angeles County, California","B19013_001",66838,19989
"060375511022","Block Group 2, Census Tract 5511.02, Los Angeles County, California","B19013_001",70875,20933
"060375511023","Block Group 3, Census Tract 5511.02, Los Angeles County, California","B19013_001",54363,9307
"060375512011","Block Group 1, Census Tract 5512.01, Los Angeles County, California","B19013_001",84297,8392
"060375512012","Block Group 2, Census Tract 5512.01, Los Angeles County, California","B19013_001",60069,10780
"060375512031","Block Group 1, Census Tract 5512.03, Los Angeles County, California","B19013_001",89066,33483
"060375512032","Block Group 2, Census Tract 5512.03, Los Angeles County, California","B19013_001",67143,31577
"060375512041","Block Group 1, Census Tract 5512.04, Los Angeles County, California","B19013_001",84167,31009
"060375512042","Block Group 2, Census Tract 5512.04, Los Angeles County, California","B19013_001",48493,17681
"060375513001","Block Group 1, Census Tract 5513, Los Angeles County, California","B19013_001",75645,32909
"060375513002","Block Group 2, Census Tract 5513, Los Angeles County, California","B19013_001",61250,12834
"060375513003","Block Group 3, Census Tract 5513, Los Angeles County, California","B19013_001",57321,16696
"060375514011","Block Group 1, Census Tract 5514.01, Los Angeles County, California","B19013_001",55917,15777
"060375514012","Block Group 2, Census Tract 5514.01, Los Angeles County, California","B19013_001",78417,56390
"060375514021","Block Group 1, Census Tract 5514.02, Los Angeles County, California","B19013_001",82568,41771
"060375514022","Block Group 2, Census Tract 5514.02, Los Angeles County, California","B19013_001",81176,20216
"060375514023","Block Group 3, Census Tract 5514.02, Los Angeles County, California","B19013_001",113015,54176
"060375515011","Block Group 1, Census Tract 5515.01, Los Angeles County, California","B19013_001",76029,26976
"060375515012","Block Group 2, Census Tract 5515.01, Los Angeles County, California","B19013_001",130272,20372
"060375515013","Block Group 3, Census Tract 5515.01, Los Angeles County, California","B19013_001",63778,14165
"060375515021","Block Group 1, Census Tract 5515.02, Los Angeles County, California","B19013_001",74867,33315
"060375515022","Block Group 2, Census Tract 5515.02, Los Angeles County, California","B19013_001",88535,9725
"060375515023","Block Group 3, Census Tract 5515.02, Los Angeles County, California","B19013_001",96250,31766
"060375517001","Block Group 1, Census Tract 5517, Los Angeles County, California","B19013_001",76250,22135
"060375517002","Block Group 2, Census Tract 5517, Los Angeles County, California","B19013_001",56429,20169
"060375517003","Block Group 3, Census Tract 5517, Los Angeles County, California","B19013_001",56477,41379
"060375517004","Block Group 4, Census Tract 5517, Los Angeles County, California","B19013_001",77500,24272
"060375518011","Block Group 1, Census Tract 5518.01, Los Angeles County, California","B19013_001",95044,2303
"060375518012","Block Group 2, Census Tract 5518.01, Los Angeles County, California","B19013_001",75956,26607
"060375518021","Block Group 1, Census Tract 5518.02, Los Angeles County, California","B19013_001",58864,40279
"060375518022","Block Group 2, Census Tract 5518.02, Los Angeles County, California","B19013_001",59622,37399
"060375518023","Block Group 3, Census Tract 5518.02, Los Angeles County, California","B19013_001",85408,20072
"060375519001","Block Group 1, Census Tract 5519, Los Angeles County, California","B19013_001",93482,35295
"060375519002","Block Group 2, Census Tract 5519, Los Angeles County, California","B19013_001",105625,24986
"060375519003","Block Group 3, Census Tract 5519, Los Angeles County, California","B19013_001",76083,21839
"060375519004","Block Group 4, Census Tract 5519, Los Angeles County, California","B19013_001",108558,65514
"060375520011","Block Group 1, Census Tract 5520.01, Los Angeles County, California","B19013_001",69688,11565
"060375520012","Block Group 2, Census Tract 5520.01, Los Angeles County, California","B19013_001",92500,45883
"060375520013","Block Group 3, Census Tract 5520.01, Los Angeles County, California","B19013_001",103438,32034
"060375520021","Block Group 1, Census Tract 5520.02, Los Angeles County, California","B19013_001",72400,11277
"060375520022","Block Group 2, Census Tract 5520.02, Los Angeles County, California","B19013_001",98750,27966
"060375521001","Block Group 1, Census Tract 5521, Los Angeles County, California","B19013_001",100524,12428
"060375521002","Block Group 2, Census Tract 5521, Los Angeles County, California","B19013_001",23906,7546
"060375521003","Block Group 3, Census Tract 5521, Los Angeles County, California","B19013_001",99107,66066
"060375521004","Block Group 4, Census Tract 5521, Los Angeles County, California","B19013_001",115408,8612
"060375521005","Block Group 5, Census Tract 5521, Los Angeles County, California","B19013_001",81786,60055
"060375522001","Block Group 1, Census Tract 5522, Los Angeles County, California","B19013_001",56927,4890
"060375522002","Block Group 2, Census Tract 5522, Los Angeles County, California","B19013_001",85968,36280
"060375522003","Block Group 3, Census Tract 5522, Los Angeles County, California","B19013_001",40676,2171
"060375522004","Block Group 4, Census Tract 5522, Los Angeles County, California","B19013_001",65286,8001
"060375523011","Block Group 1, Census Tract 5523.01, Los Angeles County, California","B19013_001",77813,44948
"060375523012","Block Group 2, Census Tract 5523.01, Los Angeles County, California","B19013_001",94634,36504
"060375523013","Block Group 3, Census Tract 5523.01, Los Angeles County, California","B19013_001",77390,18864
"060375523021","Block Group 1, Census Tract 5523.02, Los Angeles County, California","B19013_001",60595,11484
"060375523022","Block Group 2, Census Tract 5523.02, Los Angeles County, California","B19013_001",87614,26474
"060375523023","Block Group 3, Census Tract 5523.02, Los Angeles County, California","B19013_001",96477,51339
"060375524001","Block Group 1, Census Tract 5524, Los Angeles County, California","B19013_001",63333,14459
"060375524002","Block Group 2, Census Tract 5524, Los Angeles County, California","B19013_001",65924,21289
"060375526011","Block Group 1, Census Tract 5526.01, Los Angeles County, California","B19013_001",105388,34372
"060375526012","Block Group 2, Census Tract 5526.01, Los Angeles County, California","B19013_001",92663,35688
"060375526013","Block Group 3, Census Tract 5526.01, Los Angeles County, California","B19013_001",62120,46615
"060375526014","Block Group 4, Census Tract 5526.01, Los Angeles County, California","B19013_001",87628,28445
"060375526021","Block Group 1, Census Tract 5526.02, Los Angeles County, California","B19013_001",94050,27127
"060375526022","Block Group 2, Census Tract 5526.02, Los Angeles County, California","B19013_001",102802,8882
"060375526023","Block Group 3, Census Tract 5526.02, Los Angeles County, California","B19013_001",67404,26689
"060375527001","Block Group 1, Census Tract 5527, Los Angeles County, California","B19013_001",95469,81510
"060375527002","Block Group 2, Census Tract 5527, Los Angeles County, California","B19013_001",94516,26812
"060375527003","Block Group 3, Census Tract 5527, Los Angeles County, California","B19013_001",77171,6960
"060375527004","Block Group 4, Census Tract 5527, Los Angeles County, California","B19013_001",92868,30001
"060375527005","Block Group 5, Census Tract 5527, Los Angeles County, California","B19013_001",103194,41941
"060375528001","Block Group 1, Census Tract 5528, Los Angeles County, California","B19013_001",109135,38573
"060375528002","Block Group 2, Census Tract 5528, Los Angeles County, California","B19013_001",83571,22518
"060375528003","Block Group 3, Census Tract 5528, Los Angeles County, California","B19013_001",106250,15947
"060375528004","Block Group 4, Census Tract 5528, Los Angeles County, California","B19013_001",89141,20838
"060375529001","Block Group 1, Census Tract 5529, Los Angeles County, California","B19013_001",65441,60043
"060375529002","Block Group 2, Census Tract 5529, Los Angeles County, California","B19013_001",77273,17994
"060375529003","Block Group 3, Census Tract 5529, Los Angeles County, California","B19013_001",88112,17400
"060375529004","Block Group 4, Census Tract 5529, Los Angeles County, California","B19013_001",60274,7648
"060375529005","Block Group 5, Census Tract 5529, Los Angeles County, California","B19013_001",76667,30368
"060375530001","Block Group 1, Census Tract 5530, Los Angeles County, California","B19013_001",129688,46913
"060375530002","Block Group 2, Census Tract 5530, Los Angeles County, California","B19013_001",129107,41935
"060375530003","Block Group 3, Census Tract 5530, Los Angeles County, California","B19013_001",76591,26035
"060375531001","Block Group 1, Census Tract 5531, Los Angeles County, California","B19013_001",71960,20539
"060375531002","Block Group 2, Census Tract 5531, Los Angeles County, California","B19013_001",114769,91995
"060375531003","Block Group 3, Census Tract 5531, Los Angeles County, California","B19013_001",93807,24126
"060375531004","Block Group 4, Census Tract 5531, Los Angeles County, California","B19013_001",70625,30187
"060375532011","Block Group 1, Census Tract 5532.01, Los Angeles County, California","B19013_001",84265,5134
"060375532012","Block Group 2, Census Tract 5532.01, Los Angeles County, California","B19013_001",158750,76821
"060375532013","Block Group 3, Census Tract 5532.01, Los Angeles County, California","B19013_001",116467,16505
"060375532021","Block Group 1, Census Tract 5532.02, Los Angeles County, California","B19013_001",76207,23489
"060375532022","Block Group 2, Census Tract 5532.02, Los Angeles County, California","B19013_001",104392,24839
"060375532023","Block Group 3, Census Tract 5532.02, Los Angeles County, California","B19013_001",118136,26163
"060375533001","Block Group 1, Census Tract 5533, Los Angeles County, California","B19013_001",110658,38593
"060375533002","Block Group 2, Census Tract 5533, Los Angeles County, California","B19013_001",63854,39289
"060375533003","Block Group 3, Census Tract 5533, Los Angeles County, California","B19013_001",82917,31663
"060375534001","Block Group 1, Census Tract 5534, Los Angeles County, California","B19013_001",86250,26299
"060375534002","Block Group 2, Census Tract 5534, Los Angeles County, California","B19013_001",90571,6614
"060375534003","Block Group 3, Census Tract 5534, Los Angeles County, California","B19013_001",78864,7234
"060375535021","Block Group 1, Census Tract 5535.02, Los Angeles County, California","B19013_001",64712,13732
"060375535022","Block Group 2, Census Tract 5535.02, Los Angeles County, California","B19013_001",80114,16030
"060375535031","Block Group 1, Census Tract 5535.03, Los Angeles County, California","B19013_001",54265,9551
"060375535041","Block Group 1, Census Tract 5535.04, Los Angeles County, California","B19013_001",62335,15636
"060375535042","Block Group 2, Census Tract 5535.04, Los Angeles County, California","B19013_001",65574,13817
"060375535043","Block Group 3, Census Tract 5535.04, Los Angeles County, California","B19013_001",68229,49504
"060375536011","Block Group 1, Census Tract 5536.01, Los Angeles County, California","B19013_001",39879,17803
"060375536012","Block Group 2, Census Tract 5536.01, Los Angeles County, California","B19013_001",97857,31899
"060375536021","Block Group 1, Census Tract 5536.02, Los Angeles County, California","B19013_001",NA,NA
"060375536022","Block Group 2, Census Tract 5536.02, Los Angeles County, California","B19013_001",73048,20322
"060375536023","Block Group 3, Census Tract 5536.02, Los Angeles County, California","B19013_001",56033,17814
"060375537011","Block Group 1, Census Tract 5537.01, Los Angeles County, California","B19013_001",76705,36869
"060375537012","Block Group 2, Census Tract 5537.01, Los Angeles County, California","B19013_001",60987,31708
"060375537013","Block Group 3, Census Tract 5537.01, Los Angeles County, California","B19013_001",53013,10742
"060375537021","Block Group 1, Census Tract 5537.02, Los Angeles County, California","B19013_001",59603,8233
"060375537022","Block Group 2, Census Tract 5537.02, Los Angeles County, California","B19013_001",42281,16503
"060375538011","Block Group 1, Census Tract 5538.01, Los Angeles County, California","B19013_001",53277,25123
"060375538012","Block Group 2, Census Tract 5538.01, Los Angeles County, California","B19013_001",67000,24561
"060375538013","Block Group 3, Census Tract 5538.01, Los Angeles County, California","B19013_001",60750,14080
"060375538021","Block Group 1, Census Tract 5538.02, Los Angeles County, California","B19013_001",26833,19289
"060375538022","Block Group 2, Census Tract 5538.02, Los Angeles County, California","B19013_001",41660,12122
"060375538023","Block Group 3, Census Tract 5538.02, Los Angeles County, California","B19013_001",44827,30648
"060375539011","Block Group 1, Census Tract 5539.01, Los Angeles County, California","B19013_001",87802,20973
"060375539012","Block Group 2, Census Tract 5539.01, Los Angeles County, California","B19013_001",76110,11786
"060375539013","Block Group 3, Census Tract 5539.01, Los Angeles County, California","B19013_001",75167,18027
"060375539014","Block Group 4, Census Tract 5539.01, Los Angeles County, California","B19013_001",51591,49153
"060375539021","Block Group 1, Census Tract 5539.02, Los Angeles County, California","B19013_001",57708,20436
"060375539022","Block Group 2, Census Tract 5539.02, Los Angeles County, California","B19013_001",83580,17445
"060375539023","Block Group 3, Census Tract 5539.02, Los Angeles County, California","B19013_001",61923,16384
"060375540011","Block Group 1, Census Tract 5540.01, Los Angeles County, California","B19013_001",51875,50972
"060375540012","Block Group 2, Census Tract 5540.01, Los Angeles County, California","B19013_001",NA,NA
"060375540013","Block Group 3, Census Tract 5540.01, Los Angeles County, California","B19013_001",73056,32413
"060375540014","Block Group 4, Census Tract 5540.01, Los Angeles County, California","B19013_001",79000,32185
"060375540021","Block Group 1, Census Tract 5540.02, Los Angeles County, California","B19013_001",62155,28698
"060375540022","Block Group 2, Census Tract 5540.02, Los Angeles County, California","B19013_001",57448,24588
"060375540023","Block Group 3, Census Tract 5540.02, Los Angeles County, California","B19013_001",106133,28064
"060375541011","Block Group 1, Census Tract 5541.01, Los Angeles County, California","B19013_001",73750,34563
"060375541012","Block Group 2, Census Tract 5541.01, Los Angeles County, California","B19013_001",53333,23071
"060375541051","Block Group 1, Census Tract 5541.05, Los Angeles County, California","B19013_001",49757,9113
"060375541052","Block Group 2, Census Tract 5541.05, Los Angeles County, California","B19013_001",42045,40765
"060375541061","Block Group 1, Census Tract 5541.06, Los Angeles County, California","B19013_001",70357,32973
"060375541062","Block Group 2, Census Tract 5541.06, Los Angeles County, California","B19013_001",68611,12441
"060375541063","Block Group 3, Census Tract 5541.06, Los Angeles County, California","B19013_001",88021,18589
"060375542011","Block Group 1, Census Tract 5542.01, Los Angeles County, California","B19013_001",102778,47352
"060375542012","Block Group 2, Census Tract 5542.01, Los Angeles County, California","B19013_001",97604,38578
"060375542013","Block Group 3, Census Tract 5542.01, Los Angeles County, California","B19013_001",80739,14717
"060375542031","Block Group 1, Census Tract 5542.03, Los Angeles County, California","B19013_001",73125,40675
"060375542032","Block Group 2, Census Tract 5542.03, Los Angeles County, California","B19013_001",NA,NA
"060375542033","Block Group 3, Census Tract 5542.03, Los Angeles County, California","B19013_001",38828,32923
"060375542041","Block Group 1, Census Tract 5542.04, Los Angeles County, California","B19013_001",43750,22378
"060375542042","Block Group 2, Census Tract 5542.04, Los Angeles County, California","B19013_001",47440,25646
"060375543011","Block Group 1, Census Tract 5543.01, Los Angeles County, California","B19013_001",104722,38368
"060375543012","Block Group 2, Census Tract 5543.01, Los Angeles County, California","B19013_001",63722,8765
"060375543013","Block Group 3, Census Tract 5543.01, Los Angeles County, California","B19013_001",121328,29703
"060375543021","Block Group 1, Census Tract 5543.02, Los Angeles County, California","B19013_001",87375,41129
"060375543022","Block Group 2, Census Tract 5543.02, Los Angeles County, California","B19013_001",59688,13586
"060375544031","Block Group 1, Census Tract 5544.03, Los Angeles County, California","B19013_001",56250,24088
"060375544032","Block Group 2, Census Tract 5544.03, Los Angeles County, California","B19013_001",67466,20078
"060375544041","Block Group 1, Census Tract 5544.04, Los Angeles County, California","B19013_001",67833,21269
"060375544042","Block Group 2, Census Tract 5544.04, Los Angeles County, California","B19013_001",68636,6789
"060375544051","Block Group 1, Census Tract 5544.05, Los Angeles County, California","B19013_001",53906,23453
"060375544052","Block Group 2, Census Tract 5544.05, Los Angeles County, California","B19013_001",50000,25521
"060375544061","Block Group 1, Census Tract 5544.06, Los Angeles County, California","B19013_001",55323,6034
"060375544062","Block Group 2, Census Tract 5544.06, Los Angeles County, California","B19013_001",101250,20071
"060375544063","Block Group 3, Census Tract 5544.06, Los Angeles County, California","B19013_001",88750,28299
"060375545111","Block Group 1, Census Tract 5545.11, Los Angeles County, California","B19013_001",140417,29275
"060375545112","Block Group 2, Census Tract 5545.11, Los Angeles County, California","B19013_001",146439,29276
"060375545121","Block Group 1, Census Tract 5545.12, Los Angeles County, California","B19013_001",152361,31374
"060375545122","Block Group 2, Census Tract 5545.12, Los Angeles County, California","B19013_001",131971,52268
"060375545123","Block Group 3, Census Tract 5545.12, Los Angeles County, California","B19013_001",115824,2729
"060375545131","Block Group 1, Census Tract 5545.13, Los Angeles County, California","B19013_001",112708,27707
"060375545141","Block Group 1, Census Tract 5545.14, Los Angeles County, California","B19013_001",76818,15868
"060375545142","Block Group 2, Census Tract 5545.14, Los Angeles County, California","B19013_001",154375,40142
"060375545143","Block Group 3, Census Tract 5545.14, Los Angeles County, California","B19013_001",132109,56956
"060375545151","Block Group 1, Census Tract 5545.15, Los Angeles County, California","B19013_001",95000,54713
"060375545152","Block Group 2, Census Tract 5545.15, Los Angeles County, California","B19013_001",79375,45582
"060375545161","Block Group 1, Census Tract 5545.16, Los Angeles County, California","B19013_001",130625,44373
"060375545162","Block Group 2, Census Tract 5545.16, Los Angeles County, California","B19013_001",129798,33191
"060375545171","Block Group 1, Census Tract 5545.17, Los Angeles County, California","B19013_001",106944,34822
"060375545172","Block Group 2, Census Tract 5545.17, Los Angeles County, California","B19013_001",106944,44088
"060375545181","Block Group 1, Census Tract 5545.18, Los Angeles County, California","B19013_001",134063,64291
"060375545182","Block Group 2, Census Tract 5545.18, Los Angeles County, California","B19013_001",100568,30827
"060375545183","Block Group 3, Census Tract 5545.18, Los Angeles County, California","B19013_001",114821,28842
"060375545191","Block Group 1, Census Tract 5545.19, Los Angeles County, California","B19013_001",148462,5525
"060375545192","Block Group 2, Census Tract 5545.19, Los Angeles County, California","B19013_001",100927,18925
"060375545211","Block Group 1, Census Tract 5545.21, Los Angeles County, California","B19013_001",112500,42806
"060375545212","Block Group 2, Census Tract 5545.21, Los Angeles County, California","B19013_001",96116,21960
"060375545213","Block Group 3, Census Tract 5545.21, Los Angeles County, California","B19013_001",120708,43000
"060375545221","Block Group 1, Census Tract 5545.22, Los Angeles County, California","B19013_001",145938,33692
"060375545222","Block Group 2, Census Tract 5545.22, Los Angeles County, California","B19013_001",128654,30077
